Experiment,Class,MisionID,Mision,Arenatype,Arenasize,NumRobots,Faults,Seed,Time,Performance
12,A,1,Exploration,Octagonal,grande,100,No,188,240 Seg,2115.67
12,A,1,Exploration,Octagonal,grande,100,No,103,240 Seg,2130.15
12,A,1,Exploration,Octagonal,grande,100,No,128,240 Seg,2104.09
1,A,2,Aggregation,Triangular,pequena,2,No,100,240 Seg,1
1,A,2,Aggregation,Triangular,pequena,2,No,168,240 Seg,1
1,A,2,Aggregation,Triangular,pequena,2,No,187,240 Seg,2
1,A,2,Aggregation,Triangular,pequena,2,No,142,240 Seg,1
1,A,2,Aggregation,Triangular,pequena,2,No,123,240 Seg,1
1,A,2,Aggregation,Triangular,pequena,2,No,174,240 Seg,1
1,A,2,Aggregation,Triangular,pequena,2,No,153,240 Seg,1
1,A,2,Aggregation,Triangular,pequena,2,No,143,240 Seg,1
1,A,2,Aggregation,Triangular,pequena,2,No,193,240 Seg,1
1,A,2,Aggregation,Triangular,pequena,2,No,160,240 Seg,1
2,A,2,Aggregation,Triangular,pequena,5,No,162,240 Seg,5
2,A,2,Aggregation,Triangular,pequena,5,No,105,240 Seg,5
2,A,2,Aggregation,Triangular,pequena,5,No,190,240 Seg,5
2,A,2,Aggregation,Triangular,pequena,5,No,135,240 Seg,5
2,A,2,Aggregation,Triangular,pequena,5,No,181,240 Seg,5
2,A,2,Aggregation,Triangular,pequena,5,No,108,240 Seg,4
2,A,2,Aggregation,Triangular,pequena,5,No,169,240 Seg,5
2,A,2,Aggregation,Triangular,pequena,5,No,167,240 Seg,2
2,A,2,Aggregation,Triangular,pequena,5,No,105,240 Seg,5
2,A,2,Aggregation,Triangular,pequena,5,No,174,240 Seg,5
3,A,2,Aggregation,Triangular,pequena,10,No,168,240 Seg,10
3,A,2,Aggregation,Triangular,pequena,10,No,173,240 Seg,10
3,A,2,Aggregation,Triangular,pequena,10,No,174,240 Seg,10
3,A,2,Aggregation,Triangular,pequena,10,No,134,240 Seg,9
3,A,2,Aggregation,Triangular,pequena,10,No,191,240 Seg,10
3,A,2,Aggregation,Triangular,pequena,10,No,140,240 Seg,9
3,A,2,Aggregation,Triangular,pequena,10,No,111,240 Seg,10
3,A,2,Aggregation,Triangular,pequena,10,No,102,240 Seg,9
3,A,2,Aggregation,Triangular,pequena,10,No,141,240 Seg,9
3,A,2,Aggregation,Triangular,pequena,10,No,177,240 Seg,10
4,A,2,Aggregation,Triangular,pequena,20,No,157,240 Seg,20
4,A,2,Aggregation,Triangular,pequena,20,No,102,240 Seg,20
4,A,2,Aggregation,Triangular,pequena,20,No,140,240 Seg,19
4,A,2,Aggregation,Triangular,pequena,20,No,110,240 Seg,17
4,A,2,Aggregation,Triangular,pequena,20,No,181,240 Seg,17
4,A,2,Aggregation,Triangular,pequena,20,No,143,240 Seg,18
4,A,2,Aggregation,Triangular,pequena,20,No,169,240 Seg,19
4,A,2,Aggregation,Triangular,pequena,20,No,110,240 Seg,17
4,A,2,Aggregation,Triangular,pequena,20,No,134,240 Seg,19
4,A,2,Aggregation,Triangular,pequena,20,No,103,240 Seg,18
5,A,2,Aggregation,Triangular,pequena,30,No,160,240 Seg,22
5,A,2,Aggregation,Triangular,pequena,30,No,191,240 Seg,25
5,A,2,Aggregation,Triangular,pequena,30,No,117,240 Seg,25
5,A,2,Aggregation,Triangular,pequena,30,No,105,240 Seg,23
5,A,2,Aggregation,Triangular,pequena,30,No,181,240 Seg,23
5,A,2,Aggregation,Triangular,pequena,30,No,104,240 Seg,27
5,A,2,Aggregation,Triangular,pequena,30,No,134,240 Seg,25
5,A,2,Aggregation,Triangular,pequena,30,No,169,240 Seg,23
5,A,2,Aggregation,Triangular,pequena,30,No,135,240 Seg,24
5,A,2,Aggregation,Triangular,pequena,30,No,149,240 Seg,22
6,A,2,Aggregation,Triangular,pequena,40,No,179,240 Seg,30
6,A,2,Aggregation,Triangular,pequena,40,No,142,240 Seg,28
6,A,2,Aggregation,Triangular,pequena,40,No,127,240 Seg,27
6,A,2,Aggregation,Triangular,pequena,40,No,107,240 Seg,27
6,A,2,Aggregation,Triangular,pequena,40,No,189,240 Seg,28
6,A,2,Aggregation,Triangular,pequena,40,No,199,240 Seg,25
6,A,2,Aggregation,Triangular,pequena,40,No,184,240 Seg,32
6,A,2,Aggregation,Triangular,pequena,40,No,121,240 Seg,30
6,A,2,Aggregation,Triangular,pequena,40,No,163,240 Seg,25
6,A,2,Aggregation,Triangular,pequena,40,No,105,240 Seg,30
7,A,2,Aggregation,Triangular,pequena,50,No,145,240 Seg,33
7,A,2,Aggregation,Triangular,pequena,50,No,142,240 Seg,30
7,A,2,Aggregation,Triangular,pequena,50,No,172,240 Seg,29
7,A,2,Aggregation,Triangular,pequena,50,No,110,240 Seg,30
7,A,2,Aggregation,Triangular,pequena,50,No,184,240 Seg,24
7,A,2,Aggregation,Triangular,pequena,50,No,186,240 Seg,28
7,A,2,Aggregation,Triangular,pequena,50,No,166,240 Seg,21
7,A,2,Aggregation,Triangular,pequena,50,No,143,240 Seg,30
7,A,2,Aggregation,Triangular,pequena,50,No,135,240 Seg,27
7,A,2,Aggregation,Triangular,pequena,50,No,179,240 Seg,26
8,A,2,Aggregation,Triangular,pequena,60,No,111,240 Seg,37
8,A,2,Aggregation,Triangular,pequena,60,No,126,240 Seg,29
8,A,2,Aggregation,Triangular,pequena,60,No,108,240 Seg,33
8,A,2,Aggregation,Triangular,pequena,60,No,128,240 Seg,33
8,A,2,Aggregation,Triangular,pequena,60,No,103,240 Seg,33
8,A,2,Aggregation,Triangular,pequena,60,No,182,240 Seg,29
8,A,2,Aggregation,Triangular,pequena,60,No,125,240 Seg,34
8,A,2,Aggregation,Triangular,pequena,60,No,101,240 Seg,37
8,A,2,Aggregation,Triangular,pequena,60,No,117,240 Seg,33
8,A,2,Aggregation,Triangular,pequena,60,No,187,240 Seg,32
9,A,2,Aggregation,Triangular,pequena,70,No,158,240 Seg,30
9,A,2,Aggregation,Triangular,pequena,70,No,136,240 Seg,37
9,A,2,Aggregation,Triangular,pequena,70,No,155,240 Seg,32
9,A,2,Aggregation,Triangular,pequena,70,No,165,240 Seg,33
9,A,2,Aggregation,Triangular,pequena,70,No,101,240 Seg,36
9,A,2,Aggregation,Triangular,pequena,70,No,182,240 Seg,33
9,A,2,Aggregation,Triangular,pequena,70,No,132,240 Seg,36
9,A,2,Aggregation,Triangular,pequena,70,No,179,240 Seg,38
9,A,2,Aggregation,Triangular,pequena,70,No,134,240 Seg,37
9,A,2,Aggregation,Triangular,pequena,70,No,179,240 Seg,38
10,A,2,Aggregation,Triangular,pequena,80,No,159,240 Seg,32
10,A,2,Aggregation,Triangular,pequena,80,No,183,240 Seg,38
10,A,2,Aggregation,Triangular,pequena,80,No,122,240 Seg,40
10,A,2,Aggregation,Triangular,pequena,80,No,169,240 Seg,38
10,A,2,Aggregation,Triangular,pequena,80,No,179,240 Seg,34
10,A,2,Aggregation,Triangular,pequena,80,No,160,240 Seg,33
10,A,2,Aggregation,Triangular,pequena,80,No,111,240 Seg,39
10,A,2,Aggregation,Triangular,pequena,80,No,123,240 Seg,38
10,A,2,Aggregation,Triangular,pequena,80,No,192,240 Seg,38
10,A,2,Aggregation,Triangular,pequena,80,No,162,240 Seg,36
11,A,2,Aggregation,Triangular,pequena,90,No,184,240 Seg,40
11,A,2,Aggregation,Triangular,pequena,90,No,110,240 Seg,37
11,A,2,Aggregation,Triangular,pequena,90,No,112,240 Seg,39
11,A,2,Aggregation,Triangular,pequena,90,No,179,240 Seg,38
11,A,2,Aggregation,Triangular,pequena,90,No,132,240 Seg,40
11,A,2,Aggregation,Triangular,pequena,90,No,182,240 Seg,39
11,A,2,Aggregation,Triangular,pequena,90,No,199,240 Seg,41
11,A,2,Aggregation,Triangular,pequena,90,No,164,240 Seg,38
11,A,2,Aggregation,Triangular,pequena,90,No,131,240 Seg,35
11,A,2,Aggregation,Triangular,pequena,90,No,153,240 Seg,36
12,A,2,Aggregation,Triangular,pequena,100,No,137,240 Seg,40
12,A,2,Aggregation,Triangular,pequena,100,No,175,240 Seg,36
12,A,2,Aggregation,Triangular,pequena,100,No,159,240 Seg,33
12,A,2,Aggregation,Triangular,pequena,100,No,179,240 Seg,41
12,A,2,Aggregation,Triangular,pequena,100,No,137,240 Seg,40
12,A,2,Aggregation,Triangular,pequena,100,No,168,240 Seg,43
12,A,2,Aggregation,Triangular,pequena,100,No,133,240 Seg,45
12,A,2,Aggregation,Triangular,pequena,100,No,189,240 Seg,38
12,A,2,Aggregation,Triangular,pequena,100,No,153,240 Seg,42
12,A,2,Aggregation,Triangular,pequena,100,No,142,240 Seg,40
1,A,2,Aggregation,Triangular,mediana,2,No,110,240 Seg,2
1,A,2,Aggregation,Triangular,mediana,2,No,117,240 Seg,1
1,A,2,Aggregation,Triangular,mediana,2,No,119,240 Seg,0
1,A,2,Aggregation,Triangular,mediana,2,No,101,240 Seg,2
1,A,2,Aggregation,Triangular,mediana,2,No,141,240 Seg,2
1,A,2,Aggregation,Triangular,mediana,2,No,109,240 Seg,0
1,A,2,Aggregation,Triangular,mediana,2,No,108,240 Seg,1
1,A,2,Aggregation,Triangular,mediana,2,No,121,240 Seg,1
1,A,2,Aggregation,Triangular,mediana,2,No,143,240 Seg,1
1,A,2,Aggregation,Triangular,mediana,2,No,108,240 Seg,1
2,A,2,Aggregation,Triangular,mediana,5,No,147,240 Seg,4
2,A,2,Aggregation,Triangular,mediana,5,No,116,240 Seg,3
2,A,2,Aggregation,Triangular,mediana,5,No,106,240 Seg,2
2,A,2,Aggregation,Triangular,mediana,5,No,122,240 Seg,5
2,A,2,Aggregation,Triangular,mediana,5,No,139,240 Seg,4
2,A,2,Aggregation,Triangular,mediana,5,No,173,240 Seg,2
2,A,2,Aggregation,Triangular,mediana,5,No,191,240 Seg,3
2,A,2,Aggregation,Triangular,mediana,5,No,146,240 Seg,1
2,A,2,Aggregation,Triangular,mediana,5,No,180,240 Seg,5
2,A,2,Aggregation,Triangular,mediana,5,No,118,240 Seg,2
3,A,2,Aggregation,Triangular,mediana,10,No,185,240 Seg,9
3,A,2,Aggregation,Triangular,mediana,10,No,187,240 Seg,9
3,A,2,Aggregation,Triangular,mediana,10,No,121,240 Seg,8
3,A,2,Aggregation,Triangular,mediana,10,No,155,240 Seg,4
3,A,2,Aggregation,Triangular,mediana,10,No,150,240 Seg,9
3,A,2,Aggregation,Triangular,mediana,10,No,160,240 Seg,8
3,A,2,Aggregation,Triangular,mediana,10,No,126,240 Seg,10
3,A,2,Aggregation,Triangular,mediana,10,No,196,240 Seg,9
3,A,2,Aggregation,Triangular,mediana,10,No,109,240 Seg,10
3,A,2,Aggregation,Triangular,mediana,10,No,167,240 Seg,8
4,A,2,Aggregation,Triangular,mediana,20,No,110,240 Seg,17
4,A,2,Aggregation,Triangular,mediana,20,No,113,240 Seg,17
4,A,2,Aggregation,Triangular,mediana,20,No,133,240 Seg,14
4,A,2,Aggregation,Triangular,mediana,20,No,186,240 Seg,17
4,A,2,Aggregation,Triangular,mediana,20,No,104,240 Seg,18
4,A,2,Aggregation,Triangular,mediana,20,No,174,240 Seg,15
4,A,2,Aggregation,Triangular,mediana,20,No,128,240 Seg,18
4,A,2,Aggregation,Triangular,mediana,20,No,143,240 Seg,18
4,A,2,Aggregation,Triangular,mediana,20,No,194,240 Seg,16
4,A,2,Aggregation,Triangular,mediana,20,No,148,240 Seg,16
5,A,2,Aggregation,Triangular,mediana,30,No,118,240 Seg,23
5,A,2,Aggregation,Triangular,mediana,30,No,168,240 Seg,23
5,A,2,Aggregation,Triangular,mediana,30,No,126,240 Seg,21
5,A,2,Aggregation,Triangular,mediana,30,No,152,240 Seg,18
5,A,2,Aggregation,Triangular,mediana,30,No,120,240 Seg,25
5,A,2,Aggregation,Triangular,mediana,30,No,180,240 Seg,23
5,A,2,Aggregation,Triangular,mediana,30,No,126,240 Seg,21
5,A,2,Aggregation,Triangular,mediana,30,No,142,240 Seg,24
5,A,2,Aggregation,Triangular,mediana,30,No,118,240 Seg,23
5,A,2,Aggregation,Triangular,mediana,30,No,154,240 Seg,22
6,A,2,Aggregation,Triangular,mediana,40,No,131,240 Seg,22
6,A,2,Aggregation,Triangular,mediana,40,No,127,240 Seg,23
6,A,2,Aggregation,Triangular,mediana,40,No,163,240 Seg,23
6,A,2,Aggregation,Triangular,mediana,40,No,106,240 Seg,25
6,A,2,Aggregation,Triangular,mediana,40,No,194,240 Seg,26
6,A,2,Aggregation,Triangular,mediana,40,No,154,240 Seg,23
6,A,2,Aggregation,Triangular,mediana,40,No,133,240 Seg,26
6,A,2,Aggregation,Triangular,mediana,40,No,103,240 Seg,26
6,A,2,Aggregation,Triangular,mediana,40,No,163,240 Seg,23
6,A,2,Aggregation,Triangular,mediana,40,No,169,240 Seg,27
7,A,2,Aggregation,Triangular,mediana,50,No,184,240 Seg,26
7,A,2,Aggregation,Triangular,mediana,50,No,112,240 Seg,28
7,A,2,Aggregation,Triangular,mediana,50,No,180,240 Seg,27
7,A,2,Aggregation,Triangular,mediana,50,No,119,240 Seg,28
7,A,2,Aggregation,Triangular,mediana,50,No,174,240 Seg,23
7,A,2,Aggregation,Triangular,mediana,50,No,118,240 Seg,25
7,A,2,Aggregation,Triangular,mediana,50,No,107,240 Seg,30
7,A,2,Aggregation,Triangular,mediana,50,No,117,240 Seg,26
7,A,2,Aggregation,Triangular,mediana,50,No,159,240 Seg,24
7,A,2,Aggregation,Triangular,mediana,50,No,108,240 Seg,25
8,A,2,Aggregation,Triangular,mediana,60,No,161,240 Seg,25
8,A,2,Aggregation,Triangular,mediana,60,No,189,240 Seg,25
8,A,2,Aggregation,Triangular,mediana,60,No,132,240 Seg,24
8,A,2,Aggregation,Triangular,mediana,60,No,109,240 Seg,26
8,A,2,Aggregation,Triangular,mediana,60,No,165,240 Seg,27
8,A,2,Aggregation,Triangular,mediana,60,No,166,240 Seg,26
8,A,2,Aggregation,Triangular,mediana,60,No,133,240 Seg,25
8,A,2,Aggregation,Triangular,mediana,60,No,121,240 Seg,26
8,A,2,Aggregation,Triangular,mediana,60,No,102,240 Seg,30
8,A,2,Aggregation,Triangular,mediana,60,No,140,240 Seg,27
9,A,2,Aggregation,Triangular,mediana,70,No,173,240 Seg,27
9,A,2,Aggregation,Triangular,mediana,70,No,174,240 Seg,27
9,A,2,Aggregation,Triangular,mediana,70,No,139,240 Seg,29
9,A,2,Aggregation,Triangular,mediana,70,No,173,240 Seg,27
9,A,2,Aggregation,Triangular,mediana,70,No,188,240 Seg,28
9,A,2,Aggregation,Triangular,mediana,70,No,191,240 Seg,30
9,A,2,Aggregation,Triangular,mediana,70,No,128,240 Seg,31
9,A,2,Aggregation,Triangular,mediana,70,No,159,240 Seg,28
9,A,2,Aggregation,Triangular,mediana,70,No,121,240 Seg,32
9,A,2,Aggregation,Triangular,mediana,70,No,129,240 Seg,25
10,A,2,Aggregation,Triangular,mediana,80,No,184,240 Seg,26
10,A,2,Aggregation,Triangular,mediana,80,No,174,240 Seg,29
10,A,2,Aggregation,Triangular,mediana,80,No,181,240 Seg,28
10,A,2,Aggregation,Triangular,mediana,80,No,150,240 Seg,30
10,A,2,Aggregation,Triangular,mediana,80,No,137,240 Seg,30
10,A,2,Aggregation,Triangular,mediana,80,No,168,240 Seg,29
10,A,2,Aggregation,Triangular,mediana,80,No,169,240 Seg,26
10,A,2,Aggregation,Triangular,mediana,80,No,143,240 Seg,31
10,A,2,Aggregation,Triangular,mediana,80,No,148,240 Seg,33
10,A,2,Aggregation,Triangular,mediana,80,No,131,240 Seg,29
11,A,2,Aggregation,Triangular,mediana,90,No,123,240 Seg,29
11,A,2,Aggregation,Triangular,mediana,90,No,196,240 Seg,32
11,A,2,Aggregation,Triangular,mediana,90,No,152,240 Seg,31
11,A,2,Aggregation,Triangular,mediana,90,No,181,240 Seg,25
11,A,2,Aggregation,Triangular,mediana,90,No,151,240 Seg,31
11,A,2,Aggregation,Triangular,mediana,90,No,134,240 Seg,31
11,A,2,Aggregation,Triangular,mediana,90,No,160,240 Seg,24
11,A,2,Aggregation,Triangular,mediana,90,No,101,240 Seg,26
11,A,2,Aggregation,Triangular,mediana,90,No,139,240 Seg,33
11,A,2,Aggregation,Triangular,mediana,90,No,132,240 Seg,30
12,A,2,Aggregation,Triangular,mediana,100,No,131,240 Seg,36
12,A,2,Aggregation,Triangular,mediana,100,No,165,240 Seg,27
12,A,2,Aggregation,Triangular,mediana,100,No,191,240 Seg,27
12,A,2,Aggregation,Triangular,mediana,100,No,116,240 Seg,28
12,A,2,Aggregation,Triangular,mediana,100,No,157,240 Seg,34
12,A,2,Aggregation,Triangular,mediana,100,No,139,240 Seg,31
12,A,2,Aggregation,Triangular,mediana,100,No,177,240 Seg,35
12,A,2,Aggregation,Triangular,mediana,100,No,185,240 Seg,31
12,A,2,Aggregation,Triangular,mediana,100,No,123,240 Seg,27
12,A,2,Aggregation,Triangular,mediana,100,No,158,240 Seg,31
1,A,2,Aggregation,Triangular,grande,2,No,110,240 Seg,1
1,A,2,Aggregation,Triangular,grande,2,No,128,240 Seg,0
1,A,2,Aggregation,Triangular,grande,2,No,152,240 Seg,0
1,A,2,Aggregation,Triangular,grande,2,No,100,240 Seg,0
1,A,2,Aggregation,Triangular,grande,2,No,110,240 Seg,1
1,A,2,Aggregation,Triangular,grande,2,No,126,240 Seg,2
1,A,2,Aggregation,Triangular,grande,2,No,113,240 Seg,0
1,A,2,Aggregation,Triangular,grande,2,No,156,240 Seg,1
1,A,2,Aggregation,Triangular,grande,2,No,120,240 Seg,0
1,A,2,Aggregation,Triangular,grande,2,No,125,240 Seg,0
2,A,2,Aggregation,Triangular,grande,5,No,193,240 Seg,3
2,A,2,Aggregation,Triangular,grande,5,No,133,240 Seg,1
2,A,2,Aggregation,Triangular,grande,5,No,194,240 Seg,0
2,A,2,Aggregation,Triangular,grande,5,No,124,240 Seg,1
2,A,2,Aggregation,Triangular,grande,5,No,109,240 Seg,1
2,A,2,Aggregation,Triangular,grande,5,No,157,240 Seg,1
2,A,2,Aggregation,Triangular,grande,5,No,184,240 Seg,2
2,A,2,Aggregation,Triangular,grande,5,No,192,240 Seg,1
2,A,2,Aggregation,Triangular,grande,5,No,110,240 Seg,2
2,A,2,Aggregation,Triangular,grande,5,No,116,240 Seg,3
3,A,2,Aggregation,Triangular,grande,10,No,178,240 Seg,3
3,A,2,Aggregation,Triangular,grande,10,No,117,240 Seg,0
3,A,2,Aggregation,Triangular,grande,10,No,105,240 Seg,2
3,A,2,Aggregation,Triangular,grande,10,No,191,240 Seg,3
3,A,2,Aggregation,Triangular,grande,10,No,135,240 Seg,1
3,A,2,Aggregation,Triangular,grande,10,No,164,240 Seg,2
3,A,2,Aggregation,Triangular,grande,10,No,162,240 Seg,5
3,A,2,Aggregation,Triangular,grande,10,No,168,240 Seg,2
3,A,2,Aggregation,Triangular,grande,10,No,196,240 Seg,1
3,A,2,Aggregation,Triangular,grande,10,No,111,240 Seg,1
4,A,2,Aggregation,Triangular,grande,20,No,170,240 Seg,13
4,A,2,Aggregation,Triangular,grande,20,No,186,240 Seg,9
4,A,2,Aggregation,Triangular,grande,20,No,108,240 Seg,12
4,A,2,Aggregation,Triangular,grande,20,No,147,240 Seg,8
4,A,2,Aggregation,Triangular,grande,20,No,141,240 Seg,14
4,A,2,Aggregation,Triangular,grande,20,No,154,240 Seg,11
4,A,2,Aggregation,Triangular,grande,20,No,160,240 Seg,9
4,A,2,Aggregation,Triangular,grande,20,No,188,240 Seg,7
4,A,2,Aggregation,Triangular,grande,20,No,138,240 Seg,4
4,A,2,Aggregation,Triangular,grande,20,No,187,240 Seg,10
5,A,2,Aggregation,Triangular,grande,30,No,155,240 Seg,14
5,A,2,Aggregation,Triangular,grande,30,No,171,240 Seg,9
5,A,2,Aggregation,Triangular,grande,30,No,108,240 Seg,18
5,A,2,Aggregation,Triangular,grande,30,No,195,240 Seg,12
5,A,2,Aggregation,Triangular,grande,30,No,114,240 Seg,13
5,A,2,Aggregation,Triangular,grande,30,No,152,240 Seg,11
5,A,2,Aggregation,Triangular,grande,30,No,166,240 Seg,11
5,A,2,Aggregation,Triangular,grande,30,No,137,240 Seg,14
5,A,2,Aggregation,Triangular,grande,30,No,134,240 Seg,13
5,A,2,Aggregation,Triangular,grande,30,No,181,240 Seg,14
6,A,2,Aggregation,Triangular,grande,40,No,143,240 Seg,13
6,A,2,Aggregation,Triangular,grande,40,No,105,240 Seg,15
6,A,2,Aggregation,Triangular,grande,40,No,112,240 Seg,15
6,A,2,Aggregation,Triangular,grande,40,No,197,240 Seg,15
6,A,2,Aggregation,Triangular,grande,40,No,174,240 Seg,11
6,A,2,Aggregation,Triangular,grande,40,No,157,240 Seg,17
6,A,2,Aggregation,Triangular,grande,40,No,178,240 Seg,19
6,A,2,Aggregation,Triangular,grande,40,No,136,240 Seg,16
6,A,2,Aggregation,Triangular,grande,40,No,117,240 Seg,17
6,A,2,Aggregation,Triangular,grande,40,No,133,240 Seg,16
7,A,2,Aggregation,Triangular,grande,50,No,141,240 Seg,21
7,A,2,Aggregation,Triangular,grande,50,No,133,240 Seg,19
7,A,2,Aggregation,Triangular,grande,50,No,134,240 Seg,16
7,A,2,Aggregation,Triangular,grande,50,No,146,240 Seg,15
7,A,2,Aggregation,Triangular,grande,50,No,111,240 Seg,16
7,A,2,Aggregation,Triangular,grande,50,No,139,240 Seg,17
7,A,2,Aggregation,Triangular,grande,50,No,143,240 Seg,18
7,A,2,Aggregation,Triangular,grande,50,No,111,240 Seg,16
7,A,2,Aggregation,Triangular,grande,50,No,135,240 Seg,18
7,A,2,Aggregation,Triangular,grande,50,No,157,240 Seg,20
8,A,2,Aggregation,Triangular,grande,60,No,103,240 Seg,17
8,A,2,Aggregation,Triangular,grande,60,No,158,240 Seg,19
8,A,2,Aggregation,Triangular,grande,60,No,117,240 Seg,22
8,A,2,Aggregation,Triangular,grande,60,No,190,240 Seg,18
8,A,2,Aggregation,Triangular,grande,60,No,117,240 Seg,22
8,A,2,Aggregation,Triangular,grande,60,No,175,240 Seg,20
8,A,2,Aggregation,Triangular,grande,60,No,173,240 Seg,20
8,A,2,Aggregation,Triangular,grande,60,No,161,240 Seg,20
8,A,2,Aggregation,Triangular,grande,60,No,169,240 Seg,20
8,A,2,Aggregation,Triangular,grande,60,No,185,240 Seg,22
9,A,2,Aggregation,Triangular,grande,70,No,174,240 Seg,16
9,A,2,Aggregation,Triangular,grande,70,No,166,240 Seg,17
9,A,2,Aggregation,Triangular,grande,70,No,187,240 Seg,18
9,A,2,Aggregation,Triangular,grande,70,No,163,240 Seg,21
9,A,2,Aggregation,Triangular,grande,70,No,108,240 Seg,21
9,A,2,Aggregation,Triangular,grande,70,No,175,240 Seg,20
9,A,2,Aggregation,Triangular,grande,70,No,151,240 Seg,19
9,A,2,Aggregation,Triangular,grande,70,No,127,240 Seg,19
9,A,2,Aggregation,Triangular,grande,70,No,128,240 Seg,20
9,A,2,Aggregation,Triangular,grande,70,No,149,240 Seg,16
10,A,2,Aggregation,Triangular,grande,80,No,142,240 Seg,21
10,A,2,Aggregation,Triangular,grande,80,No,115,240 Seg,17
10,A,2,Aggregation,Triangular,grande,80,No,111,240 Seg,18
10,A,2,Aggregation,Triangular,grande,80,No,144,240 Seg,20
10,A,2,Aggregation,Triangular,grande,80,No,187,240 Seg,20
10,A,2,Aggregation,Triangular,grande,80,No,181,240 Seg,21
10,A,2,Aggregation,Triangular,grande,80,No,140,240 Seg,17
10,A,2,Aggregation,Triangular,grande,80,No,176,240 Seg,16
10,A,2,Aggregation,Triangular,grande,80,No,175,240 Seg,22
10,A,2,Aggregation,Triangular,grande,80,No,136,240 Seg,20
11,A,2,Aggregation,Triangular,grande,90,No,102,240 Seg,17
11,A,2,Aggregation,Triangular,grande,90,No,149,240 Seg,17
11,A,2,Aggregation,Triangular,grande,90,No,151,240 Seg,22
11,A,2,Aggregation,Triangular,grande,90,No,192,240 Seg,18
11,A,2,Aggregation,Triangular,grande,90,No,169,240 Seg,18
11,A,2,Aggregation,Triangular,grande,90,No,130,240 Seg,20
11,A,2,Aggregation,Triangular,grande,90,No,190,240 Seg,22
11,A,2,Aggregation,Triangular,grande,90,No,176,240 Seg,20
11,A,2,Aggregation,Triangular,grande,90,No,169,240 Seg,18
11,A,2,Aggregation,Triangular,grande,90,No,187,240 Seg,19
12,A,2,Aggregation,Triangular,grande,100,No,107,240 Seg,20
12,A,2,Aggregation,Triangular,grande,100,No,105,240 Seg,20
12,A,2,Aggregation,Triangular,grande,100,No,173,240 Seg,17
12,A,2,Aggregation,Triangular,grande,100,No,172,240 Seg,24
12,A,2,Aggregation,Triangular,grande,100,No,167,240 Seg,22
12,A,2,Aggregation,Triangular,grande,100,No,103,240 Seg,20
12,A,2,Aggregation,Triangular,grande,100,No,147,240 Seg,19
12,A,2,Aggregation,Triangular,grande,100,No,173,240 Seg,17
12,A,2,Aggregation,Triangular,grande,100,No,164,240 Seg,23
12,A,2,Aggregation,Triangular,grande,100,No,113,240 Seg,18
1,A,2,Aggregation,Cuadrada,pequena,2,No,198,240 Seg,1
1,A,2,Aggregation,Cuadrada,pequena,2,No,106,240 Seg,0
1,A,2,Aggregation,Cuadrada,pequena,2,No,163,240 Seg,1
1,A,2,Aggregation,Cuadrada,pequena,2,No,197,240 Seg,1
1,A,2,Aggregation,Cuadrada,pequena,2,No,162,240 Seg,2
1,A,2,Aggregation,Cuadrada,pequena,2,No,133,240 Seg,1
1,A,2,Aggregation,Cuadrada,pequena,2,No,126,240 Seg,0
1,A,2,Aggregation,Cuadrada,pequena,2,No,154,240 Seg,1
1,A,2,Aggregation,Cuadrada,pequena,2,No,197,240 Seg,1
1,A,2,Aggregation,Cuadrada,pequena,2,No,129,240 Seg,1
2,A,2,Aggregation,Cuadrada,pequena,5,No,121,240 Seg,4
2,A,2,Aggregation,Cuadrada,pequena,5,No,184,240 Seg,3
2,A,2,Aggregation,Cuadrada,pequena,5,No,126,240 Seg,4
2,A,2,Aggregation,Cuadrada,pequena,5,No,198,240 Seg,4
2,A,2,Aggregation,Cuadrada,pequena,5,No,119,240 Seg,5
2,A,2,Aggregation,Cuadrada,pequena,5,No,168,240 Seg,5
2,A,2,Aggregation,Cuadrada,pequena,5,No,138,240 Seg,5
2,A,2,Aggregation,Cuadrada,pequena,5,No,114,240 Seg,5
2,A,2,Aggregation,Cuadrada,pequena,5,No,175,240 Seg,4
2,A,2,Aggregation,Cuadrada,pequena,5,No,100,240 Seg,5
3,A,2,Aggregation,Cuadrada,pequena,10,No,137,240 Seg,10
3,A,2,Aggregation,Cuadrada,pequena,10,No,195,240 Seg,10
3,A,2,Aggregation,Cuadrada,pequena,10,No,189,240 Seg,10
3,A,2,Aggregation,Cuadrada,pequena,10,No,129,240 Seg,9
3,A,2,Aggregation,Cuadrada,pequena,10,No,155,240 Seg,9
3,A,2,Aggregation,Cuadrada,pequena,10,No,122,240 Seg,8
3,A,2,Aggregation,Cuadrada,pequena,10,No,149,240 Seg,9
3,A,2,Aggregation,Cuadrada,pequena,10,No,103,240 Seg,10
3,A,2,Aggregation,Cuadrada,pequena,10,No,163,240 Seg,8
3,A,2,Aggregation,Cuadrada,pequena,10,No,199,240 Seg,9
4,A,2,Aggregation,Cuadrada,pequena,20,No,192,240 Seg,18
4,A,2,Aggregation,Cuadrada,pequena,20,No,117,240 Seg,15
4,A,2,Aggregation,Cuadrada,pequena,20,No,143,240 Seg,15
4,A,2,Aggregation,Cuadrada,pequena,20,No,192,240 Seg,18
4,A,2,Aggregation,Cuadrada,pequena,20,No,163,240 Seg,17
4,A,2,Aggregation,Cuadrada,pequena,20,No,143,240 Seg,15
