Experiment,Class,MisionID,Mision,Arenatype,Arenasize,NumRobots,Faults,Seed,Time,Performance
11,A,1,Exploration,Hexagonal,grande,90,No,151,240 Seg,2134.55
11,A,1,Exploration,Hexagonal,grande,90,No,187,240 Seg,2087.21
11,A,1,Exploration,Hexagonal,grande,90,No,101,240 Seg,2110.74
11,A,1,Exploration,Hexagonal,grande,90,No,113,240 Seg,2114.43
12,A,1,Exploration,Hexagonal,grande,100,No,171,240 Seg,2087.44
12,A,1,Exploration,Hexagonal,grande,100,No,144,240 Seg,2157.24
12,A,1,Exploration,Hexagonal,grande,100,No,188,240 Seg,2121.84
12,A,1,Exploration,Hexagonal,grande,100,No,159,240 Seg,2166.08
12,A,1,Exploration,Hexagonal,grande,100,No,101,240 Seg,2103.17
12,A,1,Exploration,Hexagonal,grande,100,No,155,240 Seg,2166.4
12,A,1,Exploration,Hexagonal,grande,100,No,141,240 Seg,2150.56
12,A,1,Exploration,Hexagonal,grande,100,No,130,240 Seg,2162.75
12,A,1,Exploration,Hexagonal,grande,100,No,171,240 Seg,2102.59
12,A,1,Exploration,Hexagonal,grande,100,No,130,240 Seg,2140.7
1,A,1,Exploration,Octagonal,pequena,2,No,140,240 Seg,1416.88
1,A,1,Exploration,Octagonal,pequena,2,No,100,240 Seg,1331.16
1,A,1,Exploration,Octagonal,pequena,2,No,181,240 Seg,1649.44
1,A,1,Exploration,Octagonal,pequena,2,No,189,240 Seg,1506.24
1,A,1,Exploration,Octagonal,pequena,2,No,122,240 Seg,1511.6
1,A,1,Exploration,Octagonal,pequena,2,No,148,240 Seg,1409.32
1,A,1,Exploration,Octagonal,pequena,2,No,192,240 Seg,1583.84
1,A,1,Exploration,Octagonal,pequena,2,No,147,240 Seg,1252.68
1,A,1,Exploration,Octagonal,pequena,2,No,177,240 Seg,1861.36
1,A,1,Exploration,Octagonal,pequena,2,No,120,240 Seg,1486.48
2,A,1,Exploration,Octagonal,pequena,5,No,165,240 Seg,2052.2
2,A,1,Exploration,Octagonal,pequena,5,No,157,240 Seg,2104
2,A,1,Exploration,Octagonal,pequena,5,No,115,240 Seg,2231.04
2,A,1,Exploration,Octagonal,pequena,5,No,127,240 Seg,1937.28
2,A,1,Exploration,Octagonal,pequena,5,No,188,240 Seg,2129.04
2,A,1,Exploration,Octagonal,pequena,5,No,122,240 Seg,2033.64
2,A,1,Exploration,Octagonal,pequena,5,No,151,240 Seg,2199.44
2,A,1,Exploration,Octagonal,pequena,5,No,137,240 Seg,1858.72
2,A,1,Exploration,Octagonal,pequena,5,No,176,240 Seg,1983.12
2,A,1,Exploration,Octagonal,pequena,5,No,118,240 Seg,1973.32
3,A,1,Exploration,Octagonal,pequena,10,No,157,240 Seg,2093.4
3,A,1,Exploration,Octagonal,pequena,10,No,179,240 Seg,2159.64
3,A,1,Exploration,Octagonal,pequena,10,No,109,240 Seg,2137.6
3,A,1,Exploration,Octagonal,pequena,10,No,189,240 Seg,2206.16
3,A,1,Exploration,Octagonal,pequena,10,No,104,240 Seg,2191.44
3,A,1,Exploration,Octagonal,pequena,10,No,121,240 Seg,2246.16
3,A,1,Exploration,Octagonal,pequena,10,No,159,240 Seg,2168.64
3,A,1,Exploration,Octagonal,pequena,10,No,173,240 Seg,2235.76
3,A,1,Exploration,Octagonal,pequena,10,No,125,240 Seg,2299.88
3,A,1,Exploration,Octagonal,pequena,10,No,137,240 Seg,2275.88
4,A,1,Exploration,Octagonal,pequena,20,No,189,240 Seg,2295.56
4,A,1,Exploration,Octagonal,pequena,20,No,108,240 Seg,2283.92
4,A,1,Exploration,Octagonal,pequena,20,No,170,240 Seg,2296.96
4,A,1,Exploration,Octagonal,pequena,20,No,131,240 Seg,2330.04
4,A,1,Exploration,Octagonal,pequena,20,No,191,240 Seg,2307.04
4,A,1,Exploration,Octagonal,pequena,20,No,161,240 Seg,2321.56
4,A,1,Exploration,Octagonal,pequena,20,No,111,240 Seg,2225.84
4,A,1,Exploration,Octagonal,pequena,20,No,129,240 Seg,2344.08
4,A,1,Exploration,Octagonal,pequena,20,No,114,240 Seg,2355.68
4,A,1,Exploration,Octagonal,pequena,20,No,140,240 Seg,2352.2
5,A,1,Exploration,Octagonal,pequena,30,No,176,240 Seg,2363.12
5,A,1,Exploration,Octagonal,pequena,30,No,176,240 Seg,2362.64
5,A,1,Exploration,Octagonal,pequena,30,No,131,240 Seg,2381.64
5,A,1,Exploration,Octagonal,pequena,30,No,171,240 Seg,2316.88
5,A,1,Exploration,Octagonal,pequena,30,No,139,240 Seg,2364.48
5,A,1,Exploration,Octagonal,pequena,30,No,113,240 Seg,2331.76
5,A,1,Exploration,Octagonal,pequena,30,No,191,240 Seg,2340.76
5,A,1,Exploration,Octagonal,pequena,30,No,166,240 Seg,2381.68
5,A,1,Exploration,Octagonal,pequena,30,No,196,240 Seg,2397.32
5,A,1,Exploration,Octagonal,pequena,30,No,197,240 Seg,2298.36
6,A,1,Exploration,Octagonal,pequena,40,No,143,240 Seg,2385.68
6,A,1,Exploration,Octagonal,pequena,40,No,196,240 Seg,2365.84
6,A,1,Exploration,Octagonal,pequena,40,No,120,240 Seg,2389.72
6,A,1,Exploration,Octagonal,pequena,40,No,179,240 Seg,2376.28
6,A,1,Exploration,Octagonal,pequena,40,No,192,240 Seg,2387.32
6,A,1,Exploration,Octagonal,pequena,40,No,160,240 Seg,2393.4
6,A,1,Exploration,Octagonal,pequena,40,No,107,240 Seg,2365
6,A,1,Exploration,Octagonal,pequena,40,No,127,240 Seg,2364.72
6,A,1,Exploration,Octagonal,pequena,40,No,172,240 Seg,2355.48
6,A,1,Exploration,Octagonal,pequena,40,No,132,240 Seg,2397.2
7,A,1,Exploration,Octagonal,pequena,50,No,101,240 Seg,2376.24
7,A,1,Exploration,Octagonal,pequena,50,No,176,240 Seg,2390.6
7,A,1,Exploration,Octagonal,pequena,50,No,167,240 Seg,2367.4
7,A,1,Exploration,Octagonal,pequena,50,No,159,240 Seg,2374.64
7,A,1,Exploration,Octagonal,pequena,50,No,104,240 Seg,2382.04
7,A,1,Exploration,Octagonal,pequena,50,No,165,240 Seg,2388.32
7,A,1,Exploration,Octagonal,pequena,50,No,144,240 Seg,2353.04
7,A,1,Exploration,Octagonal,pequena,50,No,117,240 Seg,2388.64
7,A,1,Exploration,Octagonal,pequena,50,No,170,240 Seg,2391.4
7,A,1,Exploration,Octagonal,pequena,50,No,107,240 Seg,2388.32
8,A,1,Exploration,Octagonal,pequena,60,No,124,240 Seg,2379.04
8,A,1,Exploration,Octagonal,pequena,60,No,145,240 Seg,2400
8,A,1,Exploration,Octagonal,pequena,60,No,156,240 Seg,2385.56
8,A,1,Exploration,Octagonal,pequena,60,No,160,240 Seg,2398.12
8,A,1,Exploration,Octagonal,pequena,60,No,125,240 Seg,2396.6
8,A,1,Exploration,Octagonal,pequena,60,No,150,240 Seg,2389.4
8,A,1,Exploration,Octagonal,pequena,60,No,176,240 Seg,2389.4
8,A,1,Exploration,Octagonal,pequena,60,No,132,240 Seg,2399.56
8,A,1,Exploration,Octagonal,pequena,60,No,174,240 Seg,2373.84
8,A,1,Exploration,Octagonal,pequena,60,No,194,240 Seg,2396.8
9,A,1,Exploration,Octagonal,pequena,70,No,142,240 Seg,2395.24
9,A,1,Exploration,Octagonal,pequena,70,No,151,240 Seg,2376.52
9,A,1,Exploration,Octagonal,pequena,70,No,104,240 Seg,2400
9,A,1,Exploration,Octagonal,pequena,70,No,114,240 Seg,2398.24
9,A,1,Exploration,Octagonal,pequena,70,No,150,240 Seg,2399.36
9,A,1,Exploration,Octagonal,pequena,70,No,188,240 Seg,2388.28
9,A,1,Exploration,Octagonal,pequena,70,No,109,240 Seg,2387.16
9,A,1,Exploration,Octagonal,pequena,70,No,144,240 Seg,2388.76
9,A,1,Exploration,Octagonal,pequena,70,No,105,240 Seg,2362.76
9,A,1,Exploration,Octagonal,pequena,70,No,181,240 Seg,2380.08
10,A,1,Exploration,Octagonal,pequena,80,No,150,240 Seg,2389.36
10,A,1,Exploration,Octagonal,pequena,80,No,182,240 Seg,2400
10,A,1,Exploration,Octagonal,pequena,80,No,187,240 Seg,2399.56
10,A,1,Exploration,Octagonal,pequena,80,No,141,240 Seg,2388.32
10,A,1,Exploration,Octagonal,pequena,80,No,193,240 Seg,2398.96
10,A,1,Exploration,Octagonal,pequena,80,No,142,240 Seg,2400
10,A,1,Exploration,Octagonal,pequena,80,No,160,240 Seg,2400
10,A,1,Exploration,Octagonal,pequena,80,No,114,240 Seg,2392.2
10,A,1,Exploration,Octagonal,pequena,80,No,157,240 Seg,2397.72
10,A,1,Exploration,Octagonal,pequena,80,No,159,240 Seg,2396.28
11,A,1,Exploration,Octagonal,pequena,90,No,188,240 Seg,2400
11,A,1,Exploration,Octagonal,pequena,90,No,187,240 Seg,2397.8
11,A,1,Exploration,Octagonal,pequena,90,No,187,240 Seg,2395
11,A,1,Exploration,Octagonal,pequena,90,No,182,240 Seg,2385.56
11,A,1,Exploration,Octagonal,pequena,90,No,197,240 Seg,2398.2
11,A,1,Exploration,Octagonal,pequena,90,No,181,240 Seg,2398.92
11,A,1,Exploration,Octagonal,pequena,90,No,188,240 Seg,2400
11,A,1,Exploration,Octagonal,pequena,90,No,173,240 Seg,2399.48
11,A,1,Exploration,Octagonal,pequena,90,No,156,240 Seg,2400
11,A,1,Exploration,Octagonal,pequena,90,No,101,240 Seg,2399.8
12,A,1,Exploration,Octagonal,pequena,100,No,188,240 Seg,2398.88
12,A,1,Exploration,Octagonal,pequena,100,No,139,240 Seg,2400
12,A,1,Exploration,Octagonal,pequena,100,No,123,240 Seg,2400
12,A,1,Exploration,Octagonal,pequena,100,No,195,240 Seg,2389.84
12,A,1,Exploration,Octagonal,pequena,100,No,116,240 Seg,2400
12,A,1,Exploration,Octagonal,pequena,100,No,120,240 Seg,2396.44
12,A,1,Exploration,Octagonal,pequena,100,No,137,240 Seg,2400
12,A,1,Exploration,Octagonal,pequena,100,No,198,240 Seg,2387.52
12,A,1,Exploration,Octagonal,pequena,100,No,106,240 Seg,2397.12
12,A,1,Exploration,Octagonal,pequena,100,No,186,240 Seg,2399.4
1,A,1,Exploration,Octagonal,mediana,2,No,145,240 Seg,1128.78
1,A,1,Exploration,Octagonal,mediana,2,No,107,240 Seg,1027.53
1,A,1,Exploration,Octagonal,mediana,2,No,183,240 Seg,1355.59
1,A,1,Exploration,Octagonal,mediana,2,No,194,240 Seg,1222.55
1,A,1,Exploration,Octagonal,mediana,2,No,198,240 Seg,1087.42
1,A,1,Exploration,Octagonal,mediana,2,No,197,240 Seg,1104.53
1,A,1,Exploration,Octagonal,mediana,2,No,104,240 Seg,1237.95
1,A,1,Exploration,Octagonal,mediana,2,No,153,240 Seg,1137.14
1,A,1,Exploration,Octagonal,mediana,2,No,182,240 Seg,1212.11
1,A,1,Exploration,Octagonal,mediana,2,No,153,240 Seg,1188.98
2,A,1,Exploration,Octagonal,mediana,5,No,157,240 Seg,1454.78
2,A,1,Exploration,Octagonal,mediana,5,No,168,240 Seg,1425.97
2,A,1,Exploration,Octagonal,mediana,5,No,106,240 Seg,1611.3
2,A,1,Exploration,Octagonal,mediana,5,No,190,240 Seg,1676.58
2,A,1,Exploration,Octagonal,mediana,5,No,154,240 Seg,1399.92
2,A,1,Exploration,Octagonal,mediana,5,No,194,240 Seg,1600.45
2,A,1,Exploration,Octagonal,mediana,5,No,189,240 Seg,1565.2
2,A,1,Exploration,Octagonal,mediana,5,No,168,240 Seg,1493.31
2,A,1,Exploration,Octagonal,mediana,5,No,182,240 Seg,1453.14
2,A,1,Exploration,Octagonal,mediana,5,No,141,240 Seg,1515.03
3,A,1,Exploration,Octagonal,mediana,10,No,114,240 Seg,1777.16
3,A,1,Exploration,Octagonal,mediana,10,No,119,240 Seg,1720.53
3,A,1,Exploration,Octagonal,mediana,10,No,120,240 Seg,1826.33
3,A,1,Exploration,Octagonal,mediana,10,No,167,240 Seg,1781.41
3,A,1,Exploration,Octagonal,mediana,10,No,127,240 Seg,1664.59
3,A,1,Exploration,Octagonal,mediana,10,No,187,240 Seg,1691.86
3,A,1,Exploration,Octagonal,mediana,10,No,162,240 Seg,1740.56
3,A,1,Exploration,Octagonal,mediana,10,No,161,240 Seg,1800.25
3,A,1,Exploration,Octagonal,mediana,10,No,174,240 Seg,1849.25
3,A,1,Exploration,Octagonal,mediana,10,No,199,240 Seg,1728.16
4,A,1,Exploration,Octagonal,mediana,20,No,102,240 Seg,1966.27
4,A,1,Exploration,Octagonal,mediana,20,No,135,240 Seg,1890.67
4,A,1,Exploration,Octagonal,mediana,20,No,167,240 Seg,1936.78
4,A,1,Exploration,Octagonal,mediana,20,No,156,240 Seg,1970.03
4,A,1,Exploration,Octagonal,mediana,20,No,142,240 Seg,1994.14
4,A,1,Exploration,Octagonal,mediana,20,No,134,240 Seg,2005.27
4,A,1,Exploration,Octagonal,mediana,20,No,146,240 Seg,1861.89
4,A,1,Exploration,Octagonal,mediana,20,No,190,240 Seg,2092.86
4,A,1,Exploration,Octagonal,mediana,20,No,106,240 Seg,2136.44
4,A,1,Exploration,Octagonal,mediana,20,No,165,240 Seg,1984.31
5,A,1,Exploration,Octagonal,mediana,30,No,119,240 Seg,2146.56
5,A,1,Exploration,Octagonal,mediana,30,No,117,240 Seg,2200.12
5,A,1,Exploration,Octagonal,mediana,30,No,155,240 Seg,2106.33
5,A,1,Exploration,Octagonal,mediana,30,No,168,240 Seg,2198.45
5,A,1,Exploration,Octagonal,mediana,30,No,146,240 Seg,2114.8
5,A,1,Exploration,Octagonal,mediana,30,No,120,240 Seg,2156.08
5,A,1,Exploration,Octagonal,mediana,30,No,164,240 Seg,2059.62
5,A,1,Exploration,Octagonal,mediana,30,No,157,240 Seg,2094.55
5,A,1,Exploration,Octagonal,mediana,30,No,110,240 Seg,2167.41
5,A,1,Exploration,Octagonal,mediana,30,No,170,240 Seg,2150.75
6,A,1,Exploration,Octagonal,mediana,40,No,136,240 Seg,2145.97
6,A,1,Exploration,Octagonal,mediana,40,No,144,240 Seg,2211.06
6,A,1,Exploration,Octagonal,mediana,40,No,137,240 Seg,2196.2
6,A,1,Exploration,Octagonal,mediana,40,No,133,240 Seg,2151.02
6,A,1,Exploration,Octagonal,mediana,40,No,167,240 Seg,2085.58
6,A,1,Exploration,Octagonal,mediana,40,No,162,240 Seg,2198.88
6,A,1,Exploration,Octagonal,mediana,40,No,156,240 Seg,2182.53
6,A,1,Exploration,Octagonal,mediana,40,No,148,240 Seg,2215.98
6,A,1,Exploration,Octagonal,mediana,40,No,157,240 Seg,2147.02
6,A,1,Exploration,Octagonal,mediana,40,No,130,240 Seg,2135.41
7,A,1,Exploration,Octagonal,mediana,50,No,174,240 Seg,2173.67
7,A,1,Exploration,Octagonal,mediana,50,No,148,240 Seg,2165.75
7,A,1,Exploration,Octagonal,mediana,50,No,157,240 Seg,2141.41
7,A,1,Exploration,Octagonal,mediana,50,No,157,240 Seg,2172.12
7,A,1,Exploration,Octagonal,mediana,50,No,106,240 Seg,2232.55
7,A,1,Exploration,Octagonal,mediana,50,No,134,240 Seg,2179.73
7,A,1,Exploration,Octagonal,mediana,50,No,125,240 Seg,2223.48
7,A,1,Exploration,Octagonal,mediana,50,No,150,240 Seg,2242.08
7,A,1,Exploration,Octagonal,mediana,50,No,178,240 Seg,2261.7
7,A,1,Exploration,Octagonal,mediana,50,No,123,240 Seg,2212.81
8,A,1,Exploration,Octagonal,mediana,60,No,120,240 Seg,2223.97
8,A,1,Exploration,Octagonal,mediana,60,No,170,240 Seg,2187.64
8,A,1,Exploration,Octagonal,mediana,60,No,149,240 Seg,2202.3
8,A,1,Exploration,Octagonal,mediana,60,No,195,240 Seg,2235.08
8,A,1,Exploration,Octagonal,mediana,60,No,148,240 Seg,2198.86
8,A,1,Exploration,Octagonal,mediana,60,No,170,240 Seg,2167.7
8,A,1,Exploration,Octagonal,mediana,60,No,187,240 Seg,2235.48
8,A,1,Exploration,Octagonal,mediana,60,No,117,240 Seg,2177.39
8,A,1,Exploration,Octagonal,mediana,60,No,142,240 Seg,2232.14
8,A,1,Exploration,Octagonal,mediana,60,No,117,240 Seg,2184.62
9,A,1,Exploration,Octagonal,mediana,70,No,133,240 Seg,2215.19
9,A,1,Exploration,Octagonal,mediana,70,No,186,240 Seg,2186.53
9,A,1,Exploration,Octagonal,mediana,70,No,188,240 Seg,2248.42
9,A,1,Exploration,Octagonal,mediana,70,No,122,240 Seg,2208.38
9,A,1,Exploration,Octagonal,mediana,70,No,189,240 Seg,2223.61
9,A,1,Exploration,Octagonal,mediana,70,No,109,240 Seg,2263.3
9,A,1,Exploration,Octagonal,mediana,70,No,176,240 Seg,2246.17
9,A,1,Exploration,Octagonal,mediana,70,No,148,240 Seg,2238.83
9,A,1,Exploration,Octagonal,mediana,70,No,137,240 Seg,2214.83
9,A,1,Exploration,Octagonal,mediana,70,No,166,240 Seg,2246.8
10,A,1,Exploration,Octagonal,mediana,80,No,119,240 Seg,2261.39
10,A,1,Exploration,Octagonal,mediana,80,No,169,240 Seg,2230.3
10,A,1,Exploration,Octagonal,mediana,80,No,154,240 Seg,2201.22
10,A,1,Exploration,Octagonal,mediana,80,No,129,240 Seg,2245.84
10,A,1,Exploration,Octagonal,mediana,80,No,150,240 Seg,2216.12
10,A,1,Exploration,Octagonal,mediana,80,No,188,240 Seg,2272.94
10,A,1,Exploration,Octagonal,mediana,80,No,145,240 Seg,2214.27
10,A,1,Exploration,Octagonal,mediana,80,No,131,240 Seg,2214.41
10,A,1,Exploration,Octagonal,mediana,80,No,148,240 Seg,2237.98
10,A,1,Exploration,Octagonal,mediana,80,No,150,240 Seg,2209.17
11,A,1,Exploration,Octagonal,mediana,90,No,126,240 Seg,2268.5
11,A,1,Exploration,Octagonal,mediana,90,No,119,240 Seg,2256.53
11,A,1,Exploration,Octagonal,mediana,90,No,108,240 Seg,2262.39
11,A,1,Exploration,Octagonal,mediana,90,No,151,240 Seg,2221.83
11,A,1,Exploration,Octagonal,mediana,90,No,168,240 Seg,2236.12
11,A,1,Exploration,Octagonal,mediana,90,No,189,240 Seg,2214.14
11,A,1,Exploration,Octagonal,mediana,90,No,174,240 Seg,2274.05
11,A,1,Exploration,Octagonal,mediana,90,No,198,240 Seg,2281.72
11,A,1,Exploration,Octagonal,mediana,90,No,196,240 Seg,2228.11
11,A,1,Exploration,Octagonal,mediana,90,No,141,240 Seg,2243.61
12,A,1,Exploration,Octagonal,mediana,100,No,142,240 Seg,2219.56
12,A,1,Exploration,Octagonal,mediana,100,No,167,240 Seg,2230.28
12,A,1,Exploration,Octagonal,mediana,100,No,111,240 Seg,2242.38
12,A,1,Exploration,Octagonal,mediana,100,No,188,240 Seg,2232.58
12,A,1,Exploration,Octagonal,mediana,100,No,163,240 Seg,2255.73
12,A,1,Exploration,Octagonal,mediana,100,No,138,240 Seg,2266.59
12,A,1,Exploration,Octagonal,mediana,100,No,112,240 Seg,2267.09
12,A,1,Exploration,Octagonal,mediana,100,No,177,240 Seg,2281.86
12,A,1,Exploration,Octagonal,mediana,100,No,199,240 Seg,2242.09
12,A,1,Exploration,Octagonal,mediana,100,No,123,240 Seg,2219.23
1,A,1,Exploration,Octagonal,grande,2,No,126,240 Seg,499.764
1,A,1,Exploration,Octagonal,grande,2,No,177,240 Seg,451.16
1,A,1,Exploration,Octagonal,grande,2,No,189,240 Seg,589.986
1,A,1,Exploration,Octagonal,grande,2,No,101,240 Seg,516.535
1,A,1,Exploration,Octagonal,grande,2,No,147,240 Seg,527.403
1,A,1,Exploration,Octagonal,grande,2,No,191,240 Seg,498.396
1,A,1,Exploration,Octagonal,grande,2,No,110,240 Seg,480.479
1,A,1,Exploration,Octagonal,grande,2,No,146,240 Seg,621.563
1,A,1,Exploration,Octagonal,grande,2,No,153,240 Seg,570.146
1,A,1,Exploration,Octagonal,grande,2,No,118,240 Seg,544.924
2,A,1,Exploration,Octagonal,grande,5,No,140,240 Seg,828.917
2,A,1,Exploration,Octagonal,grande,5,No,140,240 Seg,795.882
2,A,1,Exploration,Octagonal,grande,5,No,127,240 Seg,737.104
2,A,1,Exploration,Octagonal,grande,5,No,157,240 Seg,828.361
2,A,1,Exploration,Octagonal,grande,5,No,191,240 Seg,819.896
2,A,1,Exploration,Octagonal,grande,5,No,137,240 Seg,979.736
2,A,1,Exploration,Octagonal,grande,5,No,171,240 Seg,870.472
2,A,1,Exploration,Octagonal,grande,5,No,190,240 Seg,900.417
2,A,1,Exploration,Octagonal,grande,5,No,135,240 Seg,754.833
2,A,1,Exploration,Octagonal,grande,5,No,183,240 Seg,784.736
3,A,1,Exploration,Octagonal,grande,10,No,144,240 Seg,1041.33
3,A,1,Exploration,Octagonal,grande,10,No,186,240 Seg,1117.2
3,A,1,Exploration,Octagonal,grande,10,No,186,240 Seg,1076.52
3,A,1,Exploration,Octagonal,grande,10,No,111,240 Seg,1129.72
3,A,1,Exploration,Octagonal,grande,10,No,100,240 Seg,1155.97
3,A,1,Exploration,Octagonal,grande,10,No,141,240 Seg,1170.07
3,A,1,Exploration,Octagonal,grande,10,No,157,240 Seg,1146.46
3,A,1,Exploration,Octagonal,grande,10,No,106,240 Seg,1139.13
3,A,1,Exploration,Octagonal,grande,10,No,126,240 Seg,1164.66
3,A,1,Exploration,Octagonal,grande,10,No,163,240 Seg,1159.35
4,A,1,Exploration,Octagonal,grande,20,No,103,240 Seg,1644.89
4,A,1,Exploration,Octagonal,grande,20,No,171,240 Seg,1582.5
4,A,1,Exploration,Octagonal,grande,20,No,187,240 Seg,1518.62
4,A,1,Exploration,Octagonal,grande,20,No,195,240 Seg,1585.87
4,A,1,Exploration,Octagonal,grande,20,No,105,240 Seg,1515.31
4,A,1,Exploration,Octagonal,grande,20,No,149,240 Seg,1540.53
4,A,1,Exploration,Octagonal,grande,20,No,163,240 Seg,1585.88
4,A,1,Exploration,Octagonal,grande,20,No,101,240 Seg,1589.17
4,A,1,Exploration,Octagonal,grande,20,No,147,240 Seg,1585.51
4,A,1,Exploration,Octagonal,grande,20,No,175,240 Seg,1688.69
5,A,1,Exploration,Octagonal,grande,30,No,199,240 Seg,1779.72
5,A,1,Exploration,Octagonal,grande,30,No,111,240 Seg,1811.33
5,A,1,Exploration,Octagonal,grande,30,No,193,240 Seg,1865.71
5,A,1,Exploration,Octagonal,grande,30,No,105,240 Seg,1730.73
5,A,1,Exploration,Octagonal,grande,30,No,173,240 Seg,1736.5
5,A,1,Exploration,Octagonal,grande,30,No,107,240 Seg,1733.29
5,A,1,Exploration,Octagonal,grande,30,No,109,240 Seg,1771.44
5,A,1,Exploration,Octagonal,grande,30,No,158,240 Seg,1728.36
5,A,1,Exploration,Octagonal,grande,30,No,102,240 Seg,1714.81
5,A,1,Exploration,Octagonal,grande,30,No,180,240 Seg,1837.06
6,A,1,Exploration,Octagonal,grande,40,No,103,240 Seg,1891.9
6,A,1,Exploration,Octagonal,grande,40,No,118,240 Seg,1949.43
6,A,1,Exploration,Octagonal,grande,40,No,147,240 Seg,1923.56
6,A,1,Exploration,Octagonal,grande,40,No,126,240 Seg,1914.81
6,A,1,Exploration,Octagonal,grande,40,No,115,240 Seg,1901.19
6,A,1,Exploration,Octagonal,grande,40,No,166,240 Seg,1892.26
6,A,1,Exploration,Octagonal,grande,40,No,112,240 Seg,1934.91
6,A,1,Exploration,Octagonal,grande,40,No,157,240 Seg,1928.77
6,A,1,Exploration,Octagonal,grande,40,No,199,240 Seg,1948.81
6,A,1,Exploration,Octagonal,grande,40,No,179,240 Seg,1925.53
7,A,1,Exploration,Octagonal,grande,50,No,152,240 Seg,1964.28
7,A,1,Exploration,Octagonal,grande,50,No,128,240 Seg,1989.94
7,A,1,Exploration,Octagonal,grande,50,No,104,240 Seg,1954.62
7,A,1,Exploration,Octagonal,grande,50,No,100,240 Seg,1989.54
7,A,1,Exploration,Octagonal,grande,50,No,105,240 Seg,1944.19
7,A,1,Exploration,Octagonal,grande,50,No,112,240 Seg,2013.03
7,A,1,Exploration,Octagonal,grande,50,No,109,240 Seg,2012.7
7,A,1,Exploration,Octagonal,grande,50,No,118,240 Seg,2007.54
7,A,1,Exploration,Octagonal,grande,50,No,129,240 Seg,2031.9
7,A,1,Exploration,Octagonal,grande,50,No,116,240 Seg,2002.71
8,A,1,Exploration,Octagonal,grande,60,No,163,240 Seg,2022.87
8,A,1,Exploration,Octagonal,grande,60,No,142,240 Seg,2052.63
8,A,1,Exploration,Octagonal,grande,60,No,187,240 Seg,1998
8,A,1,Exploration,Octagonal,grande,60,No,139,240 Seg,1987.87
8,A,1,Exploration,Octagonal,grande,60,No,116,240 Seg,2024.1
8,A,1,Exploration,Octagonal,grande,60,No,116,240 Seg,2031.92
8,A,1,Exploration,Octagonal,grande,60,No,191,240 Seg,2009.9
8,A,1,Exploration,Octagonal,grande,60,No,120,240 Seg,2017.65
8,A,1,Exploration,Octagonal,grande,60,No,123,240 Seg,2057.69
8,A,1,Exploration,Octagonal,grande,60,No,145,240 Seg,2045.08
9,A,1,Exploration,Octagonal,grande,70,No,167,240 Seg,2048.07
9,A,1,Exploration,Octagonal,grande,70,No,137,240 Seg,2064.01
9,A,1,Exploration,Octagonal,grande,70,No,151,240 Seg,2085.34
9,A,1,Exploration,Octagonal,grande,70,No,148,240 Seg,2057.99
9,A,1,Exploration,Octagonal,grande,70,No,113,240 Seg,2076.22
9,A,1,Exploration,Octagonal,grande,70,No,199,240 Seg,2047.67
9,A,1,Exploration,Octagonal,grande,70,No,182,240 Seg,2059.28
9,A,1,Exploration,Octagonal,grande,70,No,132,240 Seg,2073.61
9,A,1,Exploration,Octagonal,grande,70,No,113,240 Seg,2050.28
9,A,1,Exploration,Octagonal,grande,70,No,128,240 Seg,2050.42
10,A,1,Exploration,Octagonal,grande,80,No,174,240 Seg,2108.04
10,A,1,Exploration,Octagonal,grande,80,No,160,240 Seg,2115.3
10,A,1,Exploration,Octagonal,grande,80,No,124,240 Seg,2158.67
10,A,1,Exploration,Octagonal,grande,80,No,135,240 Seg,2139.02
10,A,1,Exploration,Octagonal,grande,80,No,139,240 Seg,2070.04
10,A,1,Exploration,Octagonal,grande,80,No,168,240 Seg,2128.08
10,A,1,Exploration,Octagonal,grande,80,No,106,240 Seg,2142.55
10,A,1,Exploration,Octagonal,grande,80,No,126,240 Seg,2090.18
10,A,1,Exploration,Octagonal,grande,80,No,167,240 Seg,2113
10,A,1,Exploration,Octagonal,grande,80,No,150,240 Seg,2128.01
11,A,1,Exploration,Octagonal,grande,90,No,170,240 Seg,2152.51
11,A,1,Exploration,Octagonal,grande,90,No,110,240 Seg,2130.52
11,A,1,Exploration,Octagonal,grande,90,No,154,240 Seg,2121.35
11,A,1,Exploration,Octagonal,grande,90,No,176,240 Seg,2132.31
11,A,1,Exploration,Octagonal,grande,90,No,179,240 Seg,2128.06
11,A,1,Exploration,Octagonal,grande,90,No,156,240 Seg,2124.18
11,A,1,Exploration,Octagonal,grande,90,No,186,240 Seg,2174.23
11,A,1,Exploration,Octagonal,grande,90,No,115,240 Seg,2121.74
11,A,1,Exploration,Octagonal,grande,90,No,177,240 Seg,2089.17
11,A,1,Exploration,Octagonal,grande,90,No,118,240 Seg,2119.72
12,A,1,Exploration,Octagonal,grande,100,No,163,240 Seg,2143.35
12,A,1,Exploration,Octagonal,grande,100,No,131,240 Seg,2107.88
12,A,1,Exploration,Octagonal,grande,100,No,163,240 Seg,2167.56
12,A,1,Exploration,Octagonal,grande,100,No,134,240 Seg,2147.08
12,A,1,Exploration,Octagonal,grande,100,No,102,240 Seg,2158.4
12,A,1,Exploration,Octagonal,grande,100,No,153,240 Seg,2138.91
12,A,1,Exploration,Octagonal,grande,100,No,101,240 Seg,2141.4
